Fecha Desde; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
16/04/2020; F2 3607; TOMATE MAZARRON               ; 029; MALAGA              ; 000006384; 1,7; 2,2; 1,4
16/04/2020; F2 3607; TOMATE MAZARRON               ; 030; MURCIA              ; 000019528; 1,7; 2,2; 1,4
16/04/2020; F2 3607; TOMATE MAZARRON               ; 041; SEVILLA             ; 000001680; 1,7; 2,2; 1,4
16/04/2020; F2 3607; TOMATE MAZARRON               ; 046; VALENCIA            ; 000009072; 1,7; 2,2; 1,4
16/04/2020; F2 3607; TOMATE MAZARRON               ; 069; PORTUGAL            ; 000005082; 1,7; 2,2; 1,4
16/04/2020; F2 3607; TOMATE MAZARRON               ; 090; MARRUECOS           ; 000001365; 1,7; 2,2; 1,4
16/04/2020; F2 3613; TOMATE DANIELA                ; 003; ALICANTE            ; 000006762; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 004; ALMERIA             ; 000086121; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 018; GRANADA             ; 000007497; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 029; MALAGA              ; 000006384; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 030; MURCIA              ; 000019528; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 041; SEVILLA             ; 000001680; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 046; VALENCIA            ; 000009072; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 069; PORTUGAL            ; 000005082; 1,4; 1,6; 1
16/04/2020; F2 3613; TOMATE DANIELA                ; 090; MARRUECOS           ; 000001365; 1,4; 1,6; 1
16/04/2020; F2 3614; TOMATE EN RAMA                ; 003; ALICANTE            ; 000005474; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 004; ALMERIA             ; 000069717; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 018; GRANADA             ; 000006069; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 029; MALAGA              ; 000005168; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 030; MURCIA              ; 000015808; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 041; SEVILLA             ; 000001360; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 046; VALENCIA            ; 000007344; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 069; PORTUGAL            ; 000004114; 1,6; 1,7; 1,3
16/04/2020; F2 3614; TOMATE EN RAMA                ; 090; MARRUECOS           ; 000001105; 1,6; 1,7; 1,3
16/04/2020; F2 3616; TOMATE CHERRY                 ; 003; ALICANTE            ; 000002898; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 004; ALMERIA             ; 000036909; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 018; GRANADA             ; 000003213; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 029; MALAGA              ; 000002736; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 030; MURCIA              ; 000008369; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 041; SEVILLA             ; 000000720; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 046; VALENCIA            ; 000003888; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 069; PORTUGAL            ; 000002178; 2,5; 3,75; 1
16/04/2020; F2 3616; TOMATE CHERRY                 ; 090; MARRUECOS           ; 000000585; 2,5; 3,75; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 003; ALICANTE            ; 000003864; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 004; ALMERIA             ; 000049212; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 018; GRANADA             ; 000004284; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 029; MALAGA              ; 000003648; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 030; MURCIA              ; 000011159; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 041; SEVILLA             ; 000000960; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 046; VALENCIA            ; 000005184; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 069; PORTUGAL            ; 000002904; 1,4; 2,5; 1
16/04/2020; F2 3621; TOMATE KUMATO                 ; 090; MARRUECOS           ; 000000780; 1,4; 2,5; 1
16/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 011; CADIZ               ; 000031570; 0,4; 0,75; 0,35
16/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 037; SALAMANCA           ; 000011627; 0,4; 0,75; 0,35
16/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 040; SEGOVIA             ; 000055070; 0,4; 0,75; 0,35
16/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 045; TOLEDO              ; 000015785; 0,4; 0,75; 0,35
16/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 047; VALLADOLID          ; 000110264; 0,4; 0,75; 0,35
16/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 011; CADIZ               ; 000009430; 0,95; 1,06; 0,5
16/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 037; SALAMANCA           ; 000003473; 0,95; 1,06; 0,5
16/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 040; SEGOVIA             ; 000016450; 0,95; 1,06; 0,5
16/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 045; TOLEDO              ; 000004715; 0,95; 1,06; 0,5
16/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 047; VALLADOLID          ; 000032936; 0,95; 1,06; 0,5
16/04/2020; F2 4701; BROCOLI                       ; 003; ALICANTE            ; 000004400; 2,5; 3,2; 2
16/04/2020; F2 4701; BROCOLI                       ; 004; ALMERIA             ; 000002300; 2,5; 3,2; 2
16/04/2020; F2 4701; BROCOLI                       ; 030; MURCIA              ; 000038600; 2,5; 3,2; 2
16/04/2020; F2 4801; YUCA                          ; 073; COLOMBIA            ; 000007524; 1; 1,2; 1
16/04/2020; F2 4801; YUCA                          ; 074; COSTA RICA          ; 000006100; 1; 1,2; 1
16/04/2020; F2 5201; MAIZ                          ; 040; SEGOVIA             ; 000002900; 10; 10; 7,5
16/04/2020; F2 5501; TIRABEQUES                    ; 004; ALMERIA             ; 000000145; 4; 5; 4
16/04/2020; F2 5701; JENGIBRE                      ; 122; CHINA               ; 000007000; 2; 2,2; 1,67
16/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 016; CUENCA              ; 000003300; 0; 0; 0
16/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 026; LA RIOJA            ; 000005500; 0; 0; 0
16/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 030; MURCIA              ; 000008200; 0; 0; 0
16/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 031; NAVARRA             ; 000009560; 0; 0; 0
16/04/2020; F2 6401; ELABORADOS VEGETALES          ; 026; LA RIOJA            ; 000014100; 0; 0; 0
16/04/2020; F2 6401; ELABORADOS VEGETALES          ; 045; TOLEDO              ; 000010400; 0; 0; 0
16/04/2020; F2 6401; ELABORADOS VEGETALES          ; 046; VALENCIA            ; 000008000; 0; 0; 0
16/04/2020; F3 0101; PATATA BLANCA                 ; 001; ALAVA               ; 000019662; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 009; BURGOS              ; 000010614; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 011; CADIZ               ; 000004350; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 015; LA CORUÑA           ; 000001740; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 024; LEON                ; 000017990; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 026; LA RIOJA            ; 000012284; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 030; MURCIA              ; 000001769; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 032; ORENSE              ; 000002726; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 040; SEGOVIA             ; 000012482; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 045; TOLEDO              ; 000019024; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 046; VALENCIA            ; 000002644; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 047; VALLADOLID          ; 000051069; 0,46; 0,47; 0,28
16/04/2020; F3 0101; PATATA BLANCA                 ; 060; FRANCIA             ; 000026900; 0,46; 0,47; 0,28
16/04/2020; F3 0102; PATATA ROJA                   ; 001; ALAVA               ; 000012882; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 009; BURGOS              ; 000006954; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 011; CADIZ               ; 000002850; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 015; LA CORUÑA           ; 000001140; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 024; LEON                ; 000011786; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 026; LA RIOJA            ; 000008048; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 030; MURCIA              ; 000001159; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 032; ORENSE              ; 000001786; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 040; SEGOVIA             ; 000008178; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 045; TOLEDO              ; 000012464; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 046; VALENCIA            ; 000001732; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 047; VALLADOLID          ; 000033459; 0,4; 0,42; 0,32
16/04/2020; F3 0102; PATATA ROJA                   ; 060; FRANCIA             ; 000017624; 0,4; 0,42; 0,32
16/04/2020; F3 0106; PATATA NUEVA                  ; 001; ALAVA               ; 000013560; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 009; BURGOS              ; 000007320; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 011; CADIZ               ; 000003000; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 015; LA CORUÑA           ; 000001200; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 024; LEON                ; 000012407; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 026; LA RIOJA            ; 000008472; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 030; MURCIA              ; 000001220; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 032; ORENSE              ; 000001880; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 040; SEGOVIA             ; 000008608; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 045; TOLEDO              ; 000013120; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 046; VALENCIA            ; 000001823; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 047; VALLADOLID          ; 000035220; 0,65; 0,85; 0,3
16/04/2020; F3 0106; PATATA NUEVA                  ; 060; FRANCIA             ; 000018552; 0,65; 0,85; 0,3
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 001; ALAVA               ; 000016950; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 009; BURGOS              ; 000009150; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 011; CADIZ               ; 000003750; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 015; LA CORUÑA           ; 000001500; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 024; LEON                ; 000015508; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 026; LA RIOJA            ; 000010590; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 030; MURCIA              ; 000001525; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 032; ORENSE              ; 000002350; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 040; SEGOVIA             ; 000010760; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 045; TOLEDO              ; 000016400; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 046; VALENCIA            ; 000002279; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 047; VALLADOLID          ; 000044025; 0,4; 0,46; 0,36
16/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 060; FRANCIA             ; 000023190; 0,4; 0,46; 0,36
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 001; ALAVA               ; 000004746; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 009; BURGOS              ; 000002562; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 011; CADIZ               ; 000001050; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 015; LA CORUÑA           ; 000000420; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 024; LEON                ; 000004342; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 026; LA RIOJA            ; 000002965; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 030; MURCIA              ; 000000427; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 032; ORENSE              ; 000000658; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 040; SEGOVIA             ; 000003013; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 045; TOLEDO              ; 000004592; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 046; VALENCIA            ; 000000638; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 047; VALLADOLID          ; 000012327; 0,68; 0,71; 0,61
16/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 060; FRANCIA             ; 000006493; 0,68; 0,71; 0,61
16/04/2020; P4 0101; ACEDIAS                       ; 021; HUELVA              ; 000000150; 9,75; 10,5; 8,5
16/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 011; CADIZ               ; 000000265; 18,5; 20; 18
16/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 030; MURCIA              ; 000000197; 18,5; 20; 18
16/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 036; PONTEVEDRA          ; 000000120; 18,5; 20; 18
16/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 046; VALENCIA            ; 000000024; 18,5; 20; 18
16/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 011; CADIZ               ; 000001059; 7; 7,5; 5,5
16/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 030; MURCIA              ; 000000786; 7; 7,5; 5,5
16/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 036; PONTEVEDRA          ; 000000480; 7; 7,5; 5,5
16/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 046; VALENCIA            ; 000000095; 7; 7,5; 5,5
16/04/2020; P4 0403; BACALAO FILETE                ; 020; GUIPUZCOA           ; 000000154; 9; 10; 7
16/04/2020; P4 0403; BACALAO FILETE                ; 036; PONTEVEDRA          ; 000000047; 9; 10; 7
16/04/2020; P4 0404; BACALAO SALADO                ; 020; GUIPUZCOA           ; 000003931; 9,5; 18; 4,75
16/04/2020; P4 0404; BACALAO SALADO                ; 036; PONTEVEDRA          ; 000001193; 9,5; 18; 4,75
16/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 020; GUIPUZCOA           ; 000003623; 7,8; 9; 7,8
16/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 036; PONTEVEDRA          ; 000001099; 7,8; 9; 7,8
16/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 015; LA CORUÑA           ; 000000011; 26; 26; 25
16/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 020; GUIPUZCOA           ; 000000171; 26; 26; 25
16/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 030; MURCIA              ; 000000014; 26; 26; 25
16/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 015; LA CORUÑA           ; 000000013; 26; 26; 25
16/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 020; GUIPUZCOA           ; 000000209; 26; 26; 25
16/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 030; MURCIA              ; 000000016; 26; 26; 25
16/04/2020; P4 0601; BOGAS                         ; 030; MURCIA              ; 000000045; 0,8; 0,9; 0,8
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 012; CASTELLON           ; 000001575; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 015; LA CORUÑA           ; 000000058; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 020; GUIPUZCOA           ; 000002567; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 021; HUELVA              ; 000000540; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 036; PONTEVEDRA          ; 000000810; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 046; VALENCIA            ; 000001330; 4; 4,5; 3
16/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 060; FRANCIA             ; 000000324; 4; 4,5; 3
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 012; CASTELLON           ; 000001925; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 015; LA CORUÑA           ; 000000072; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 020; GUIPUZCOA           ; 000003137; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 021; HUELVA              ; 000000660; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 036; PONTEVEDRA          ; 000000990; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 046; VALENCIA            ; 000001626; 3; 3; 2,7
16/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 060; FRANCIA             ; 000000396; 3; 3; 2,7
16/04/2020; P4 0801; BONITO S/C.                   ; 035; LAS PALMAS          ; 000000030; 11,5; 12; 10,75
16/04/2020; P4 0802; BONITO C/C.                   ; 035; LAS PALMAS          ; 000000120; 10; 10,5; 9,5
16/04/2020; P4 0901; BRECAS                        ; 030; MURCIA              ; 000000090; 5; 5,25; 4,5
16/04/2020; P4 1001; CALAMAR                       ; 015; LA CORUÑA           ; 000000650; 12,5; 13; 12
16/04/2020; P4 1001; CALAMAR                       ; 020; GUIPUZCOA           ; 000001903; 12,5; 13; 12
16/04/2020; P4 1001; CALAMAR                       ; 021; HUELVA              ; 000000140; 12,5; 13; 12
16/04/2020; P4 1001; CALAMAR                       ; 030; MURCIA              ; 000000190; 12,5; 13; 12
16/04/2020; P4 1001; CALAMAR                       ; 036; PONTEVEDRA          ; 000000800; 12,5; 13; 12
16/04/2020; P4 1001; CALAMAR                       ; 046; VALENCIA            ; 000000241; 12,5; 13; 12
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 012; CASTELLON           ; 000000674; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 015; LA CORUÑA           ; 000000236; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 020; GUIPUZCOA           ; 000000198; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 021; HUELVA              ; 000000304; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 030; MURCIA              ; 000000952; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 046; VALENCIA            ; 000000270; 6,9; 7,3; 5,7
16/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 068; GRECIA              ; 000003796; 6,9; 7,3; 5,7
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 012; CASTELLON           ; 000001349; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 015; LA CORUÑA           ; 000000471; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 020; GUIPUZCOA           ; 000000396; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 021; HUELVA              ; 000000608; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 030; MURCIA              ; 000001905; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 046; VALENCIA            ; 000000540; 6,9; 7,2; 5,25
16/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 068; GRECIA              ; 000007592; 6,9; 7,2; 5,25
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 012; CASTELLON           ; 000001526; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 015; LA CORUÑA           ; 000000533; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 020; GUIPUZCOA           ; 000000448; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 021; HUELVA              ; 000000688; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 030; MURCIA              ; 000002155; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 046; VALENCIA            ; 000000611; 5,6; 6,7; 4,75
16/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 068; GRECIA              ; 000008591; 5,6; 6,7; 4,75
16/04/2020; P4 1601; FANECAS                       ; 020; GUIPUZCOA           ; 000001577; 1,8; 2,1; 1,5
16/04/2020; P4 1601; FANECAS                       ; 030; MURCIA              ; 000001255; 1,8; 2,1; 1,5
16/04/2020; P4 1702; GALLO GRANDE                  ; 015; LA CORUÑA           ; 000000070; 14; 14,5; 10
16/04/2020; P4 1702; GALLO GRANDE                  ; 020; GUIPUZCOA           ; 000000811; 14; 14,5; 10
16/04/2020; P4 1702; GALLO GRANDE                  ; 036; PONTEVEDRA          ; 000000889; 14; 14,5; 10
16/04/2020; P4 1703; GALLO MEDIANO                 ; 015; LA CORUÑA           ; 000000192; 5; 7; 4
16/04/2020; P4 1703; GALLO MEDIANO                 ; 020; GUIPUZCOA           ; 000002231; 5; 7; 4
16/04/2020; P4 1703; GALLO MEDIANO                 ; 036; PONTEVEDRA          ; 000002445; 5; 7; 4
16/04/2020; P4 1704; GALLO PEQUEÑO                 ; 015; LA CORUÑA           ; 000000088; 3,35; 5,5; 1,5
16/04/2020; P4 1704; GALLO PEQUEÑO                 ; 020; GUIPUZCOA           ; 000001014; 3,35; 5,5; 1,5
16/04/2020; P4 1704; GALLO PEQUEÑO                 ; 036; PONTEVEDRA          ; 000001112; 3,35; 5,5; 1,5
16/04/2020; P4 1801; HUEVAS                        ; 015; LA CORUÑA           ; 000000016; 8,5; 9,75; 5,5
16/04/2020; P4 1902; JUREL GRANDE                  ; 015; LA CORUÑA           ; 000000212; 6,5; 7; 5,5
16/04/2020; P4 1902; JUREL GRANDE                  ; 020; GUIPUZCOA           ; 000000246; 6,5; 7; 5,5
16/04/2020; P4 1902; JUREL GRANDE                  ; 030; MURCIA              ; 000000386; 6,5; 7; 5,5
16/04/2020; P4 1903; JUREL MEDIANO                 ; 015; LA CORUÑA           ; 000000141; 4; 4,5; 3,5
16/04/2020; P4 1903; JUREL MEDIANO                 ; 020; GUIPUZCOA           ; 000000164; 4; 4,5; 3,5
16/04/2020; P4 1903; JUREL MEDIANO                 ; 030; MURCIA              ; 000000257; 4; 4,5; 3,5
16/04/2020; P4 1904; JUREL PEQUEÑO                 ; 015; LA CORUÑA           ; 000000354; 2,5; 3; 2
16/04/2020; P4 1904; JUREL PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000410; 2,5; 3; 2
16/04/2020; P4 1904; JUREL PEQUEÑO                 ; 030; MURCIA              ; 000000642; 2,5; 3; 2
16/04/2020; P4 2002; LENGUADO GRANDE               ; 015; LA CORUÑA           ; 000000056; 24,5; 28; 22
16/04/2020; P4 2002; LENGUADO GRANDE               ; 030; MURCIA              ; 000000066; 24,5; 28; 22
16/04/2020; P4 2002; LENGUADO GRANDE               ; 060; FRANCIA             ; 000000350; 24,5; 28; 22
16/04/2020; P4 2003; LENGUADO MEDIANO              ; 015; LA CORUÑA           ; 000000075; 20; 24,5; 17,5
16/04/2020; P4 2003; LENGUADO MEDIANO              ; 030; MURCIA              ; 000000089; 20; 24,5; 17,5
16/04/2020; P4 2003; LENGUADO MEDIANO              ; 060; FRANCIA             ; 000000470; 20; 24,5; 17,5
16/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 015; LA CORUÑA           ; 000000027; 14; 15; 13
16/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 030; MURCIA              ; 000000032; 14; 15; 13
16/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 060; FRANCIA             ; 000000170; 14; 15; 13
16/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 015; LA CORUÑA           ; 000000002; 17,5; 17,5; 16,5
16/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 030; MURCIA              ; 000000002; 17,5; 17,5; 16,5
16/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 060; FRANCIA             ; 000000010; 17,5; 17,5; 16,5
16/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 015; LA CORUÑA           ; 000001656; 13; 15; 12
16/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 020; GUIPUZCOA           ; 000003042; 13; 15; 12
16/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 036; PONTEVEDRA          ; 000002395; 13; 15; 12
